type,amount,category,description,date
expense,97.22,Entertainment,Monthly rent,2024-11-24T01:31:00
income,2348.27,Bonus,Stock dividends,2023-01-24T00:15:00
income,4583.8,Bonus,Stock dividends,2024-07-09T11:38:00
income,4582.28,Bonus,Project payment,2024-04-02T15:10:00
expense,127.1,Utilities,,2024-03-19T03:36:00
income,3113.55,Investment,Project payment,2024-12-22T23:14:00
income,2545.77,Salary,,2024-04-02T15:50:00
expense,189.92,Utilities,Doctor visit,2024-09-19T13:06:00
expense,209.83,Food,Bus fare,2024-08-21T18:15:00
expense,158.57,Food,,2024-03-28T00:10:00
expense,120.18,Transportation,Movie tickets,2023-10-30T10:32:00
income,969.38,Freelance,,2024-06-20T14:04:00
expense,483.43,Entertainment,Movie tickets,2024-07-16T00:43:00
income,1898.74,Salary,Monthly salary,2023-02-03T10:04:00
income,2022.82,Salary,Monthly salary,2024-06-23T20:53:00
expense,253.4,Entertainment,Monthly rent,2024-12-29T03:39:00
expense,5.05,Food,Monthly rent,2023-02-15T05:15:00
expense,126.52,Transportation,Electricity bill,2023-01-11T21:16:00
income,3563.49,Gift,Monthly salary,2023-01-14T19:46:00
income,1020.4,Bonus,Project payment,2023-06-13T03:34:00
income,3963.69,Gift,Stock dividends,2024-11-08T07:06:00
income,1160.65,Investment,Monthly salary,2024-07-25T14:26:00
income,2626.16,Freelance,,2024-11-09T05:47:00
expense,74.31,Rent,Monthly rent,2024-03-11T06:27:00
income,724.09,Bonus,Project payment,2024-06-21T12:04:00
expense,104.51,Entertainment,Electricity bill,2024-01-09T09:13:00
income,2326.59,Freelance,Annual bonus,2024-05-26T05:49:00
income,1871.79,Investment,,2024-12-31T08:07:00
income,970.68,Bonus,Annual bonus,2023-05-22T19:57:00
income,2768.77,Gift,Stock dividends,2024-03-10T10:54:00
income,1837.36,Salary,,2024-06-29T18:29:00
income,3169.55,Investment,Monthly salary,2023-05-26T23:15:00
expense,75.86,Transportation,Monthly rent,2024-05-06T13:01:00
expense,144.01,Food,,2024-03-07T04:49:00
expense,241.8,Food,Movie tickets,2023-02-07T00:42:00
income,2103.18,Salary,Birthday gift,2024-07-22T02:01:00
expense,127.27,Misc,,2024-03-09T22:48:00
expense,187.95,Healthcare,Movie tickets,2023-08-25T16:45:00
income,4786.09,Investment,Stock dividends,2024-05-28T05:10:00
income,2776.17,Investment,,2024-11-09T07:55:00
expense,374.97,Transportation,Grocery shopping,2023-03-15T17:56:00
income,4782.17,Investment,Project payment,2023-02-16T06:18:00
income,4066.74,Investment,Stock dividends,2023-03-15T23:48:00
income,3652.11,Investment,Annual bonus,2024-04-02T02:10:00
income,2266.25,Investment,Stock dividends,2024-11-14T19:39:00
expense,220.48,Misc,Movie tickets,2023-01-28T04:25:00
expense,255.09,Transportation,Monthly rent,2023-02-18T18:50:00
income,4693.04,Freelance,Birthday gift,2023-06-09T13:31:00
income,1328.09,Investment,Birthday gift,2023-04-26T08:39:00
income,2902.58,Gift,,2024-11-07T02:58:00
expense,55.01,Healthcare,Grocery shopping,2024-04-09T16:16:00
expense,477.31,Transportation,Movie tickets,2024-12-05T22:01:00
expense,389.46,Rent,Bus fare,2023-06-26T12:56:00
expense,274.41,Food,Bus fare,2023-08-09T12:32:00
income,1522.07,Investment,,2024-11-04T22:27:00
expense,229.91,Misc,,2023-05-30T16:54:00
expense,27.62,Transportation,Bus fare,2024-08-23T06:29:00
expense,148.76,Rent,,2023-10-23T01:48:00
income,2358.23,Investment,Monthly salary,2024-02-25T12:18:00
income,1478.13,Investment,,2023-10-02T04:47:00
expense,411.17,Misc,Electricity bill,2023-03-23T21:38:00
expense,414.34,Utilities,Bus fare,2024-05-18T19:28:00
income,2915.97,Salary,Stock dividends,2023-05-18T12:01:00
income,1562.03,Freelance,Monthly salary,2023-01-28T13:30:00
expense,214.44,Rent,Bus fare,2024-09-17T14:56:00
income,1809.63,Bonus,Birthday gift,2024-09-21T02:30:00
expense,241.35,Food,Doctor visit,2024-09-05T14:06:00
expense,110.44,Misc,Doctor visit,2024-03-10T16:08:00
income,700.52,Freelance,Birthday gift,2023-01-13T05:34:00
income,2776.41,Gift,Birthday gift,2024-10-22T08:40:00
income,3284.2,Bonus,Annual bonus,2024-09-13T19:59:00
expense,161.42,Food,Doctor visit,2024-02-02T23:36:00
expense,393.57,Transportation,Electricity bill,2023-08-12T02:49:00
expense,377.85,Rent,Electricity bill,2023-07-24T23:20:00
income,4590.03,Freelance,Birthday gift,2023-06-28T23:53:00
income,3553.0,Investment,Annual bonus,2023-08-08T11:36:00
income,1229.63,Salary,Birthday gift,2024-10-12T14:48:00
expense,167.16,Utilities,Bus fare,2023-07-09T11:09:00
expense,400.24,Food,Doctor visit,2024-08-25T10:36:00
income,588.67,Freelance,Monthly salary,2023-12-04T03:29:00
income,1402.81,Gift,,2024-09-01T15:54:00
income,2829.86,Investment,,2024-05-30T12:11:00
income,1452.86,Freelance,Annual bonus,2023-06-24T21:52:00
expense,206.74,Transportation,Electricity bill,2024-07-11T08:33:00
expense,61.88,Misc,Movie tickets,2024-05-18T19:40:00
expense,250.91,Entertainment,Grocery shopping,2023-12-29T18:16:00
income,4780.89,Freelance,Stock dividends,2023-10-10T13:34:00
income,1221.06,Bonus,Project payment,2024-07-09T16:52:00
expense,95.17,Rent,Movie tickets,2023-07-16T10:33:00
income,929.73,Salary,Project payment,2023-03-27T04:02:00
expense,186.9,Misc,,2023-09-06T22:12:00
income,4251.9,Bonus,Birthday gift,2023-02-15T02:15:00
expense,212.44,Rent,Monthly rent,2023-03-23T02:25:00
expense,219.44,Rent,Monthly rent,2023-08-07T00:47:00
expense,62.21,Rent,,2023-08-21T06:55:00
expense,201.37,Misc,Electricity bill,2023-07-04T23:53:00
income,2425.54,Freelance,Monthly salary,2024-02-14T07:32:00
income,4568.62,Gift,Birthday gift,2023-02-16T15:59:00
expense,252.0,Food,Doctor visit,2024-09-21T02:30:00
expense,82.1,Healthcare,Doctor visit,2024-06-01T05:48:00
income,1936.49,Bonus,Birthday gift,2023-06-20T11:30:00
expense,362.69,Entertainment,Grocery shopping,2023-02-03T02:32:00
expense,8.17,Food,Grocery shopping,2024-11-15T17:30:00
expense,20.31,Healthcare,Electricity bill,2024-05-22T17:59:00
expense,401.86,Entertainment,,2023-06-05T13:49:00
income,2543.37,Gift,Project payment,2024-12-31T12:56:00
expense,29.87,Healthcare,Monthly rent,2023-03-20T14:48:00
income,1659.52,Salary,Birthday gift,2023-07-17T01:30:00
income,3049.68,Freelance,,2024-08-02T15:00:00
expense,299.95,Transportation,Grocery shopping,2023-05-02T18:35:00
income,1859.08,Salary,Birthday gift,2023-11-12T14:29:00
income,3533.28,Investment,Monthly salary,2024-09-22T14:21:00
income,4235.34,Investment,Monthly salary,2024-02-17T05:36:00
income,4647.27,Gift,Annual bonus,2024-09-04T10:09:00
income,2271.11,Investment,Monthly salary,2024-09-29T10:24:00
income,779.24,Investment,Annual bonus,2024-01-05T20:07:00
income,4552.75,Investment,,2024-06-02T17:49:00
expense,175.42,Utilities,Grocery shopping,2024-11-16T12:41:00
income,2205.82,Investment,,2024-02-22T21:32:00
expense,198.42,Entertainment,,2023-11-06T06:12:00
expense,483.13,Utilities,Bus fare,2024-10-27T05:57:00
income,795.35,Salary,Monthly salary,2023-03-15T10:55:00
income,635.72,Freelance,Project payment,2023-10-14T21:52:00
expense,384.99,Healthcare,Bus fare,2023-02-28T20:22:00
expense,311.15,Entertainment,Doctor visit,2024-05-20T04:21:00
expense,115.38,Misc,Grocery shopping,2024-07-22T06:57:00
expense,353.41,Misc,Monthly rent,2023-01-17T13:36:00
income,3234.18,Freelance,Birthday gift,2023-09-13T18:51:00
expense,163.72,Rent,Doctor visit,2023-04-29T05:36:00
income,1736.79,Investment,Birthday gift,2023-07-03T20:22:00
expense,427.63,Entertainment,Grocery shopping,2023-11-29T05:41:00
expense,216.81,Transportation,Grocery shopping,2024-04-27T16:31:00
income,706.57,Bonus,Monthly salary,2024-01-12T19:21:00
income,1783.55,Bonus,,2024-04-24T19:44:00
expense,302.34,Entertainment,Monthly rent,2024-11-25T11:00:00
expense,286.96,Rent,,2024-09-30T16:33:00
expense,128.74,Rent,Bus fare,2024-08-05T17:10:00
income,2965.94,Salary,,2023-03-03T19:53:00
income,1636.76,Gift,Birthday gift,2024-12-07T21:54:00
expense,160.42,Healthcare,,2024-02-06T02:41:00
income,4057.74,Freelance,Project payment,2023-01-14T11:56:00
expense,335.73,Utilities,Doctor visit,2024-05-17T00:03:00
expense,380.01,Misc,Electricity bill,2024-03-30T05:17:00
income,1404.13,Bonus,Stock dividends,2023-05-27T23:36:00
income,3172.27,Bonus,Project payment,2024-03-16T08:34:00
expense,247.65,Transportation,Doctor visit,2023-07-28T13:09:00
expense,445.85,Entertainment,Monthly rent,2024-01-28T02:00:00
income,1046.0,Bonus,Stock dividends,2024-02-09T05:16:00
income,2197.76,Investment,Birthday gift,2023-04-03T19:23:00
income,3878.27,Freelance,Annual bonus,2023-02-08T18:31:00
income,3635.3,Investment,Project payment,2023-12-14T08:27:00
expense,12.06,Transportation,,2023-11-21T05:02:00
expense,268.2,Food,Doctor visit,2024-01-31T11:24:00
income,4225.64,Freelance,Annual bonus,2023-12-13T12:42:00
income,1880.12,Gift,Project payment,2023-06-16T21:04:00
expense,216.32,Misc,,2023-03-06T23:21:00
expense,378.39,Transportation,Electricity bill,2023-07-17T19:36:00
expense,48.16,Food,Bus fare,2023-08-06T13:47:00
expense,7.85,Healthcare,Movie tickets,2024-10-20T18:53:00
income,1311.83,Freelance,Birthday gift,2024-07-22T13:42:00
income,1699.39,Gift,Birthday gift,2024-03-04T18:49:00
income,2149.51,Salary,Annual bonus,2024-12-16T19:37:00
expense,110.68,Misc,Monthly rent,2023-12-01T01:52:00
income,2464.77,Investment,Annual bonus,2024-10-13T19:22:00
income,3432.61,Bonus,,2023-06-20T17:45:00
expense,453.14,Entertainment,Grocery shopping,2023-07-07T00:40:00
